id;employeeId;date;clockIn;lunchStart;lunchEnd;snackStart;snackEnd;clockOut;expectedMinutes;type;note
"b439a602-befa-4382-9288-fa6035929f06";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-14";"2026-02-14T12:59:29+00:00";"2026-02-14T14:01:17+00:00";"2026-02-14T15:00:35+00:00";"2026-02-14T19:34:33+00:00";"2026-02-14T19:50:25+00:00";"2026-02-14T21:48:05+00:00";"480";"WORK";""
"59b5078a-d5ca-442e-a614-147d7c040fd8";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-18";"2026-02-18T12:31:03+00:00";"2026-02-18T16:59:46+00:00";"2026-02-18T18:00:48+00:00";"";"";"";"480";"WORK";""
"904dfac4-209b-4445-bb22-4fbd656a5c31";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-18";"2026-02-18T12:55:08+00:00";"2026-02-18T14:33:46+00:00";"2026-02-18T15:32:28+00:00";"2026-02-18T19:38:34+00:00";"2026-02-18T19:53:51+00:00";"2026-02-18T22:01:53+00:00";"480";"WORK";""
"caf80faa-718c-48c3-af39-6b382320a000";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-19";"2026-02-19T13:00:50+00:00";"2026-02-19T14:00:05+00:00";"2026-02-19T14:57:11+00:00";"2026-02-19T19:28:50+00:00";"2026-02-19T19:47:56+00:00";"2026-02-19T22:01:13+00:00";"480";"WORK";""
"d5ac4fb9-3332-4c83-8ec5-29a7ec3be3e7";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-19";"2026-02-19T13:00:45+00:00";"2026-02-19T15:03:46+00:00";"2026-02-19T16:03:05+00:00";"2026-02-19T20:07:28+00:00";"2026-02-19T20:07:36+00:00";"2026-02-19T20:07:39+00:00";"360";"WORK";""
"51104de9-01a4-424e-abc8-dc3b9958f631";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-19";"2026-02-19T13:02:32+00:00";"2026-02-19T17:41:43+00:00";"2026-02-19T18:45:19+00:00";"2026-02-19T21:35:40+00:00";"2026-02-19T22:00:55+00:00";"2026-02-19T22:00:59+00:00";"480";"WORK";""
"7bacaf8f-b3b3-42c0-aa21-0a666cb53343";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-19";"2026-02-19T12:25:41+00:00";"2026-02-19T19:49:38+00:00";"2026-02-19T20:49:03+00:00";"2026-02-19T22:07:30+00:00";"2026-02-19T22:07:32+00:00";"2026-02-19T22:07:36+00:00";"480";"WORK";""
"daaedf46-fb24-42b7-aa79-35a07db98e90";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-20";"2026-02-20T12:58:50+00:00";"2026-02-20T15:07:31+00:00";"2026-02-20T16:07:03+00:00";"2026-02-20T20:12:26+00:00";"2026-02-20T20:12:30+00:00";"2026-02-20T20:12:32+00:00";"360";"WORK";""
"146c6648-a651-41fc-8ec5-24a4c24cd4ae";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-20";"2026-02-20T13:02:25+00:00";"2026-02-20T19:11:58+00:00";"2026-02-20T20:50:31+00:00";"2026-02-20T22:11:50+00:00";"2026-02-20T22:11:52+00:00";"2026-02-20T22:11:53+00:00";"480";"WORK";""
"931debf3-590b-471f-9eb8-56c71245e94d";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-20";"2026-02-20T13:00:28+00:00";"2026-02-20T17:33:39+00:00";"2026-02-20T18:37:08+00:00";"2026-02-20T21:08:06+00:00";"2026-02-20T21:24:17+00:00";"2026-02-20T22:10:25+00:00";"480";"WORK";""
"26f41133-51de-4030-9a5a-fdec46e1ad91";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-20";"2026-02-20T12:45:02+00:00";"2026-02-20T14:05:34+00:00";"2026-02-20T15:00:09+00:00";"2026-02-20T19:34:18+00:00";"2026-02-20T19:49:47+00:00";"2026-02-20T21:30:04+00:00";"480";"WORK";""
"2a3a4106-394f-4b27-a740-dac061662c46";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-21";"2026-02-21T13:07:26+00:00";"2026-02-21T18:02:24+00:00";"2026-02-21T19:27:39+00:00";"2026-02-21T22:02:45+00:00";"2026-02-21T22:02:46+00:00";"2026-02-21T22:02:48+00:00";"240";"WORK";""
"7e77df6b-0ed9-486e-aeaa-c743ec0aec59";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-21";"2026-02-21T13:02:04+00:00";"2026-02-21T14:00:01+00:00";"2026-02-21T15:01:05+00:00";"2026-02-21T19:20:18+00:00";"2026-02-21T19:35:51+00:00";"2026-02-21T22:01:19+00:00";"480";"WORK";""
"abdaafdb-21f5-49f3-9309-3f3f28a45239";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-22";"2026-02-22T12:26:12+00:00";"2026-02-22T21:02:23+00:00";"2026-02-22T21:02:24+00:00";"2026-02-22T21:02:25+00:00";"2026-02-22T21:02:27+00:00";"2026-02-22T21:02:28+00:00";"0";"WORK";""
"d964879d-3fea-42e7-a01c-1e4d78b9a482";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-22";"2026-02-22T13:00:49+00:00";"2026-02-22T17:31:43+00:00";"2026-02-22T18:29:56+00:00";"2026-02-22T20:57:23+00:00";"2026-02-22T20:57:27+00:00";"2026-02-22T21:02:16+00:00";"0";"WORK";""
"7dc1ac60-d50d-4cbd-9231-0be4d9c3ab70";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-23";"2026-02-23T13:00:08+00:00";"2026-02-23T16:56:03+00:00";"2026-02-23T17:55:06+00:00";"2026-02-23T20:19:03+00:00";"2026-02-23T20:19:06+00:00";"2026-02-23T20:19:08+00:00";"360";"WORK";""
"6dabab59-7812-4d88-a723-2c98585570f7";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-23";"2026-02-23T17:24:17+00:00";"2026-02-23T19:22:51+00:00";"2026-02-23T19:22:53+00:00";"2026-02-23T19:22:55+00:00";"2026-02-23T19:41:39+00:00";"2026-02-23T22:01:24+00:00";"240";"WORK";""
"08015206-0228-40ad-aacc-bd09ebb18d31";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-23";"2026-02-23T12:42:05+00:00";"2026-02-23T15:26:10+00:00";"2026-02-23T16:28:07+00:00";"2026-02-23T21:16:57+00:00";"2026-02-23T21:27:36+00:00";"2026-02-23T22:04:05+00:00";"480";"WORK";""
"9fa91ada-87d5-4db6-a3cb-ee42b2ed4b71";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-24";"2026-02-24T12:51:33+00:00";"2026-02-24T14:00:30+00:00";"2026-02-24T14:58:28+00:00";"2026-02-24T19:47:43+00:00";"2026-02-24T20:03:03+00:00";"2026-02-24T21:30:05+00:00";"480";"WORK";""
"3721908c-2a22-4e43-a480-71a539950169";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-24";"2026-02-24T13:22:15+00:00";"2026-02-24T19:50:27+00:00";"2026-02-24T20:47:10+00:00";"2026-02-24T22:05:34+00:00";"2026-02-24T22:05:38+00:00";"2026-02-24T22:21:36+00:00";"480";"WORK";""
"19e4c849-baa8-4e9e-801e-f3138f140889";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-24";"2026-02-24T12:54:45+00:00";"2026-02-24T15:20:43+00:00";"2026-02-24T16:19:34+00:00";"2026-02-24T20:15:43+00:00";"2026-02-24T20:15:45+00:00";"2026-02-24T20:15:46+00:00";"360";"WORK";""
"15808098-6a1d-4e75-9ded-e67046341526";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-24";"2026-02-24T17:35:31+00:00";"2026-02-24T20:48:53+00:00";"2026-02-24T20:48:55+00:00";"2026-02-24T20:48:56+00:00";"2026-02-24T21:17:16+00:00";"2026-02-24T22:20:32+00:00";"480";"WORK";""
"991464d4-732f-403c-833f-200e499b7562";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-25";"2026-02-25T13:19:38+00:00";"2026-02-25T18:05:25+00:00";"2026-02-25T18:05:29+00:00";"2026-02-25T18:05:30+00:00";"2026-02-25T18:05:32+00:00";"2026-02-25T18:05:35+00:00";"480";"WORK";""
"2f96b8fd-195e-4d01-bd70-3af77c3c9077";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-25";"2026-02-25T12:56:44+00:00";"2026-02-25T14:39:47+00:00";"2026-02-25T15:03:39+00:00";"2026-02-25T20:03:29+00:00";"2026-02-25T20:03:32+00:00";"2026-02-25T20:03:34+00:00";"360";"WORK";""
"9f6f30a8-eb5e-4303-a12f-f1a7f8a8f276";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-25";"2026-02-25T13:00:24+00:00";"2026-02-25T14:03:29+00:00";"2026-02-25T15:04:33+00:00";"2026-02-25T19:25:01+00:00";"2026-02-25T19:41:48+00:00";"2026-02-25T22:01:33+00:00";"480";"WORK";""
"943b877a-be3f-48e4-a49d-779b38f5a4e4";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-25";"2026-02-25T12:42:11+00:00";"2026-02-25T17:06:01+00:00";"2026-02-25T18:07:22+00:00";"2026-02-25T20:29:25+00:00";"2026-02-25T22:01:24+00:00";"2026-02-25T22:01:28+00:00";"480";"WORK";""
"e84d0b38-b2aa-4d11-8cd6-f9326e03cb8b";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-26";"2026-02-26T13:08:50+00:00";"2026-02-26T17:04:08+00:00";"2026-02-26T18:06:55+00:00";"2026-02-26T21:08:49+00:00";"2026-02-26T21:20:37+00:00";"2026-02-26T22:06:28+00:00";"480";"WORK";""
"5e5f3d5d-2473-477f-8f7a-7db0fbce0123";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-26";"2026-02-26T12:59:54+00:00";"2026-02-26T15:17:34+00:00";"2026-02-26T16:09:10+00:00";"2026-02-26T19:35:23+00:00";"2026-02-26T19:46:25+00:00";"2026-02-26T21:18:56+00:00";"360";"WORK";""
"8c54efcc-edb2-4dba-b7d8-0e9062e4198d";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-26";"2026-02-26T12:46:23+00:00";"2026-02-26T14:01:07+00:00";"2026-02-26T14:56:37+00:00";"2026-02-26T19:11:21+00:00";"2026-02-26T19:32:46+00:00";"2026-02-26T21:41:16+00:00";"480";"WORK";""
"3f476edf-6888-4688-a0a6-36f0cac0badf";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-26";"2026-02-26T12:59:48+00:00";"2026-02-26T16:01:31+00:00";"2026-02-26T17:07:47+00:00";"2026-02-26T20:22:16+00:00";"2026-02-26T21:07:29+00:00";"2026-02-26T22:10:01+00:00";"480";"WORK";""
"6ead2e05-7a48-4f3d-a1c1-4a41d0171de4";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-27";"2026-02-27T12:59:36+00:00";"2026-02-27T14:03:58+00:00";"2026-02-27T15:02:30+00:00";"2026-02-27T19:49:13+00:00";"2026-02-27T20:13:00+00:00";"2026-02-27T22:24:54+00:00";"480";"WORK";""
"2de7979c-3503-4195-9681-25a39e827dd0";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-27";"2026-02-27T12:55:16+00:00";"2026-02-27T16:57:16+00:00";"2026-02-27T17:56:47+00:00";"2026-02-27T20:06:22+00:00";"2026-02-27T20:06:23+00:00";"2026-02-27T20:06:26+00:00";"360";"WORK";""
"1899ca4b-faad-4336-bd8e-279527b12651";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-27";"2026-02-27T12:51:12+00:00";"2026-02-27T18:00:22+00:00";"2026-02-27T19:17:38+00:00";"2026-02-27T21:20:57+00:00";"2026-02-27T21:21:00+00:00";"2026-02-27T21:21:02+00:00";"480";"WORK";""
"906eeb4a-eb94-4d7e-99d4-47ba25180b06";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-02-27";"2026-02-27T13:11:37+00:00";"2026-02-27T22:17:01+00:00";"2026-02-27T22:17:09+00:00";"2026-02-27T22:17:12+00:00";"2026-02-27T22:17:14+00:00";"2026-02-27T22:28:31+00:00";"480";"WORK";""
"a9e23a92-1bfa-48b9-9b81-4d87043c2f53";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-02-28";"2026-02-28T13:13:54+00:00";"2026-02-28T23:12:44+00:00";"2026-02-28T23:12:47+00:00";"2026-02-28T23:12:48+00:00";"2026-02-28T23:12:49+00:00";"2026-02-28T23:12:50+00:00";"0";"WORK";""
"f5ab3dee-7d13-4321-aa4b-cb717298abe9";"10af27b6-820d-4142-a168-b43e8f261518";"2026-02-28";"2026-02-28T12:59:28+00:00";"2026-02-28T14:11:04+00:00";"2026-02-28T15:13:59+00:00";"2026-02-28T20:04:21+00:00";"2026-02-28T20:23:33+00:00";"2026-02-28T23:48:36+00:00";"480";"WORK";""
"752bf42d-2cc1-4307-9585-af1c31b3ef46";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-02-28";"2026-02-28T13:06:36+00:00";"2026-02-28T18:05:00+00:00";"2026-02-28T19:06:28+00:00";"2026-02-28T21:15:23+00:00";"2026-02-28T21:39:05+00:00";"2026-02-28T23:48:40+00:00";"480";"WORK";""
"d4b23ad9-d8d5-47a0-b855-94fe81a53f89";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-02";"2026-03-02T12:58:57+00:00";"2026-03-02T17:08:21+00:00";"2026-03-02T18:09:44+00:00";"2026-03-02T21:33:29+00:00";"2026-03-02T21:44:36+00:00";"2026-03-02T22:04:46+00:00";"240";"WORK";""
"2cc3a69e-f781-4b51-a07a-5a5b408a3c6d";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-03";"2026-03-03T17:33:13+00:00";"2026-03-03T21:03:34+00:00";"2026-03-03T21:03:39+00:00";"2026-03-03T21:04:27+00:00";"2026-03-03T21:11:08+00:00";"2026-03-03T22:00:45+00:00";"480";"WORK";""
"326790d1-4e1a-49df-92c8-f670aa008107";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-03";"2026-03-03T12:55:06+00:00";"2026-03-03T15:01:19+00:00";"2026-03-03T16:00:43+00:00";"2026-03-03T18:41:41+00:00";"2026-03-03T18:54:53+00:00";"2026-03-03T20:19:12+00:00";"360";"WORK";""
"c79b294d-2889-4917-a76e-c06be9e6e780";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-03";"2026-03-03T12:56:45+00:00";"2026-03-03T14:02:20+00:00";"2026-03-03T14:56:54+00:00";"2026-03-03T19:29:15+00:00";"2026-03-03T19:52:03+00:00";"2026-03-03T22:02:10+00:00";"480";"WORK";""
"360c24cb-2aaa-4e07-a925-a579fa4b13e7";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-03";"2026-03-03T12:36:49+00:00";"2026-03-03T20:37:01+00:00";"2026-03-03T21:41:13+00:00";"2026-03-03T22:08:20+00:00";"2026-03-03T22:08:24+00:00";"2026-03-03T22:14:45+00:00";"480";"WORK";""
"b6464c9e-05fc-4d9d-a47b-80274e2aa41f";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-04";"2026-03-04T12:59:36+00:00";"2026-03-04T14:02:58+00:00";"2026-03-04T15:01:31+00:00";"2026-03-04T19:52:48+00:00";"2026-03-04T20:12:31+00:00";"2026-03-04T22:02:40+00:00";"480";"WORK";""
"2f5e80d1-8dd7-4dcf-b804-db8d6972daa2";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-04";"2026-03-04T12:59:55+00:00";"2026-03-04T15:06:29+00:00";"2026-03-04T16:05:37+00:00";"2026-03-04T19:30:24+00:00";"2026-03-04T19:30:28+00:00";"2026-03-04T19:30:31+00:00";"360";"WORK";""
"a1a09095-5870-46b2-9c2e-17a46371fefc";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-04";"2026-03-04T13:05:22+00:00";"2026-03-04T17:31:15+00:00";"2026-03-04T18:33:40+00:00";"2026-03-04T20:20:07+00:00";"2026-03-04T20:36:01+00:00";"2026-03-04T22:00:49+00:00";"480";"WORK";""
"b110da67-d0df-4021-a678-ab5e71d58d89";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-04";"2026-03-04T12:38:12+00:00";"2026-03-04T20:15:30+00:00";"2026-03-04T21:25:42+00:00";"2026-03-04T22:45:01+00:00";"2026-03-04T22:45:05+00:00";"2026-03-04T22:45:06+00:00";"480";"WORK";""
"703250a5-5ae5-4304-8071-96642ce63090";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-05";"2026-03-05T13:02:51+00:00";"2026-03-05T19:23:58+00:00";"2026-03-05T20:25:29+00:00";"2026-03-05T22:06:44+00:00";"2026-03-05T22:06:46+00:00";"2026-03-05T22:06:48+00:00";"480";"WORK";""
"1aaf85f6-ad8f-4762-8dcd-3e4286fa9cd0";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-05";"2026-03-05T13:08:20+00:00";"2026-03-05T15:02:15+00:00";"2026-03-05T16:01:12+00:00";"2026-03-05T19:48:55+00:00";"2026-03-05T19:48:58+00:00";"2026-03-05T19:48:59+00:00";"360";"WORK";""
"5d9ae74d-1292-4181-bbab-76248cba536a";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-05";"2026-03-05T13:08:07+00:00";"2026-03-05T17:43:40+00:00";"2026-03-05T18:44:11+00:00";"2026-03-05T22:06:15+00:00";"2026-03-05T22:06:17+00:00";"2026-03-05T22:06:18+00:00";"480";"WORK";""
"3b501d8c-561e-4e1a-b631-3ebb4d26fd0a";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-05";"2026-03-05T12:30:34+00:00";"2026-03-05T14:00:17+00:00";"2026-03-05T14:59:08+00:00";"2026-03-05T20:00:32+00:00";"2026-03-05T20:18:11+00:00";"2026-03-05T22:06:13+00:00";"480";"WORK";""
"e0e377d0-8c42-4afa-9587-e9359eae61ab";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-06";"2026-03-06T13:07:28+00:00";"2026-03-06T17:37:30+00:00";"2026-03-06T18:46:57+00:00";"2026-03-06T20:44:28+00:00";"2026-03-06T21:02:55+00:00";"2026-03-06T22:02:56+00:00";"480";"WORK";""
"a30f70d9-5fec-4c07-9112-22b68dc204ac";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-06";"2026-03-06T12:29:16+00:00";"2026-03-06T14:00:55+00:00";"2026-03-06T15:01:13+00:00";"2026-03-06T20:18:10+00:00";"2026-03-06T20:41:49+00:00";"2026-03-06T21:02:14+00:00";"480";"WORK";""
"06bffd55-961c-43de-bacb-342c239691a8";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-06";"2026-03-06T13:12:43+00:00";"2026-03-06T17:10:13+00:00";"2026-03-06T18:11:16+00:00";"2026-03-06T20:25:43+00:00";"2026-03-06T20:36:57+00:00";"2026-03-06T22:15:34+00:00";"480";"WORK";""
"1207b187-a95e-4708-9910-504c69a6932b";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-07";"2026-03-07T12:57:25+00:00";"2026-03-07T14:02:59+00:00";"2026-03-07T15:01:26+00:00";"2026-03-07T20:10:08+00:00";"2026-03-07T20:28:49+00:00";"2026-03-07T22:01:16+00:00";"480";"WORK";""
"b5a39c2e-d1a4-41c1-b6de-f5840a411945";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-07";"2026-03-07T13:07:51+00:00";"2026-03-07T17:38:13+00:00";"2026-03-07T18:37:41+00:00";"2026-03-07T20:47:27+00:00";"2026-03-07T21:20:09+00:00";"2026-03-07T22:01:07+00:00";"480";"WORK";""
"ba553a73-b708-409f-bb86-487bac537bf8";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-08";"2026-03-08T12:31:35+00:00";"2026-03-08T14:01:13+00:00";"2026-03-08T15:01:42+00:00";"2026-03-08T20:32:57+00:00";"2026-03-08T20:32:59+00:00";"2026-03-08T20:33:01+00:00";"0";"WORK";""
"8ba3a1e7-bba7-4db0-a900-ca1b2c0e9c0d";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-08";"2026-03-08T12:31:38+00:00";"2026-03-08T15:26:27+00:00";"2026-03-08T15:49:09+00:00";"2026-03-08T18:52:51+00:00";"2026-03-08T19:33:50+00:00";"2026-03-08T20:32:46+00:00";"0";"WORK";""
"f44d82e3-f421-4aa9-a437-3348790031ba";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-08";"2026-03-08T12:31:32+00:00";"2026-03-08T17:41:21+00:00";"2026-03-08T18:52:42+00:00";"2026-03-08T20:33:06+00:00";"2026-03-08T20:33:07+00:00";"2026-03-08T20:33:08+00:00";"0";"WORK";""
"769ca07b-7a77-46e5-b3dc-8b18a994dcaa";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-09";"2026-03-09T12:42:25+00:00";"2026-03-09T18:15:38+00:00";"2026-03-09T18:54:03+00:00";"2026-03-09T22:08:09+00:00";"2026-03-09T22:08:13+00:00";"2026-03-09T22:11:05+00:00";"480";"WORK";""
"277c9ec5-76fe-4262-be0a-8c8c88dd8996";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-09";"2026-03-09T13:00:41+00:00";"2026-03-09T17:38:50+00:00";"2026-03-09T17:38:53+00:00";"2026-03-09T17:38:55+00:00";"2026-03-09T17:38:57+00:00";"2026-03-09T17:38:58+00:00";"240";"WORK";""
"822a24db-e11d-4a46-b8be-bd7458b35d51";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-10";"2026-03-10T13:10:20+00:00";"2026-03-10T17:33:31+00:00";"2026-03-10T18:38:38+00:00";"2026-03-10T20:47:27+00:00";"2026-03-10T21:11:33+00:00";"2026-03-10T22:01:57+00:00";"480";"WORK";""
"950ab20b-c558-44f5-866b-f2f277ae875c";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-10";"2026-03-10T12:49:18+00:00";"2026-03-10T17:34:49+00:00";"2026-03-10T17:34:51+00:00";"2026-03-10T17:34:56+00:00";"2026-03-10T17:34:57+00:00";"2026-03-10T17:34:58+00:00";"480";"WORK";""
"43f2820d-0d67-49a0-af74-45bbfb80763b";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-10";"2026-03-10T12:58:38+00:00";"2026-03-10T14:00:46+00:00";"2026-03-10T14:58:48+00:00";"2026-03-10T19:21:09+00:00";"2026-03-10T19:41:07+00:00";"2026-03-10T22:02:01+00:00";"480";"WORK";""
"7bc7675e-54cf-4d5a-8389-766f8418a924";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-11";"2026-03-11T12:58:15+00:00";"2026-03-11T15:03:05+00:00";"2026-03-11T16:01:28+00:00";"2026-03-11T18:35:03+00:00";"2026-03-11T18:41:02+00:00";"2026-03-11T20:10:11+00:00";"360";"WORK";""
"5b8b64da-2264-4efc-8d87-2c38eae3a265";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-11";"2026-03-11T13:00:26+00:00";"2026-03-11T14:02:54+00:00";"2026-03-11T15:00:46+00:00";"2026-03-11T19:29:10+00:00";"2026-03-11T19:47:35+00:00";"2026-03-11T22:05:41+00:00";"480";"WORK";""
"83776ea7-f117-4955-913d-fe9749f7cc2e";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-12";"2026-03-12T13:01:21+00:00";"2026-03-12T18:49:20+00:00";"2026-03-12T19:50:36+00:00";"2026-03-12T21:37:42+00:00";"2026-03-12T21:37:44+00:00";"2026-03-12T22:08:06+00:00";"480";"WORK";""
