id;employeeId;date;minutes;type;note
"eee12aa3-2f3c-4384-aeea-91049f64657d";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-05";"2";"WORK";""
"1ea106d8-f1d1-4f85-81b0-e924601bb61e";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-06";"-32";"WORK";""
"62b9692b-31df-4353-a2af-6ea384991384";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-06";"-51";"WORK";""
"026caa1d-03cc-4490-b459-a4b8742cf0c6";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-06";"-10";"WORK";""
"f70c0da7-afa3-46f4-9adf-09c305f4f027";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-07";"-13";"WORK";""
"ca44dd70-25c5-4074-9202-0fc665e72990";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-07";"-38";"WORK";""
"012cebf3-ff39-41bf-816e-2a579e7efdfd";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-08";"419";"WORK";""
"2d08d713-f6fc-40fd-94fc-ec0cc48dfe67";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-08";"421";"WORK";""
"ad42dd6c-2993-4530-80df-b56b43b4b4a5";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-08";"410";"WORK";""
"df4609bd-2da6-45ac-b77c-7a3f7e7c0262";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-09";"38";"WORK";""
"f1c69f6e-86a1-4ad0-b411-d00118d30238";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-09";"50";"WORK";""
"de3c9cc9-a18e-4e75-9a45-ba52c21922f1";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-09";"0";"OFF_DAY";""
"84dfbf2d-4d74-417d-a61e-d8102bed2874";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-10";"-14";"WORK";""
"71746b47-4bbc-4bb1-92a5-052385268a7c";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-10";"-38";"WORK";""
"3232f696-97f8-4acd-8c2e-538368c137e7";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-10";"360";"ADJUSTMENT";"Ajuste manual administrativo"
"449c07cb-e93b-4316-bb9d-c6682bceb18d";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-10";"-195";"WORK";""
"d02dcd6f-c2d5-4a56-87c0-b6cc35ed48f5";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-11";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"667645ca-0e39-4dac-bdb1-435905c8a8c8";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-11";"0";"OFF_DAY";""
"4f8a1bc9-6236-45cb-b5ec-1c727d816538";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-11";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"56da15e7-4eba-4504-b9a4-ad467d96459b";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-11";"-10";"WORK";""
"8256955e-3a50-4fbb-a51d-d90a3d5bccec";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-11";"8";"WORK";""
"09512a37-33a9-46f5-bc64-b18eb4a7dd00";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-12";"0";"WORK";""
"0f1c543b-5400-4beb-bdff-0833f40d31d2";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-12";"-17";"WORK";""
"31430721-761c-4670-ae60-9dc192bee478";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-12";"5";"WORK";""
"1211e52a-c15f-4b0b-aa61-f82faf61f978";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-12";"-36";"WORK";""
"14509413-4a17-42a7-a6f7-3c0d97ca02b7";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-13";"7";"WORK";""
"43de4c9a-ff96-4f9a-8f23-4b6348548491";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-13";"480";"ADJUSTMENT";"Ajuste manual administrativo"
"860e0af5-3f04-44dc-8adf-60099cfd0816";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-13";"-17";"WORK";""
"d8892281-78ee-4426-8727-9e0bc67a21b8";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-13";"-33";"WORK";""
"f7bd4f76-5c08-417e-b41f-7b4f310e76fe";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-14";"-81";"WORK";""
"21966fd8-f96e-4d37-87f2-0cc09a4c410f";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-14";"80";"ADJUSTMENT";"Ajuste manual administrativo"
"76b92cf2-b49b-4b99-b256-1ea63629fa78";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-14";"-14";"WORK";""
"a22acb21-49e6-4ff3-b819-ea0736518472";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-14";"359";"WORK";""
"d7b7d66f-94ce-46ef-96d1-f4bbea158a0f";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-14";"0";"OFF_DAY";""
"1e51b2ab-495b-4d9f-85ad-f6c709dfe08c";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-16";"0";"OFF_DAY";""
"c199c0ff-e907-437a-850e-989b97530ed3";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-16";"0";"HOLIDAY";""
"f55d67d8-a6b6-4637-bef4-a4e2fd7e0b4f";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-16";"0";"HOLIDAY";""
"fd38e69b-0ed8-467b-bdc8-e15e29f58c5c";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-16";"0";"HOLIDAY";""
"be7db06b-62dd-47c9-aeca-8ff6d2d78315";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-17";"-215";"WORK";""
"f325b0d2-6ce6-407c-a32c-711eb5a0c5cc";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-17";"0";"OFF_DAY";""
"081bb6cf-d33e-42f1-bf40-5cbd93c6bb01";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-17";"-217";"WORK";""
"0f96f159-6e6c-4158-b684-46d106453a00";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-17";"-28";"WORK";""
"37c9672a-5d05-4ae9-848c-d1e60e951715";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-18";"-22";"WORK";""
"fedb56f6-000f-457e-b1a4-90d0ed46e2cc";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-18";"6";"WORK";""
"8574e320-6ac2-4576-9d5e-a1cec2406e19";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-18";"-16";"WORK";""
"a6213b1b-f540-4f16-9d6b-4fb4d584e009";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-18";"5";"WORK";""
"0af50565-0ae3-48f0-a8c6-40796f6b8de4";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-19";"-30";"WORK";""
"fa55e4c4-d30e-4b23-ae27-6a05afe8f5a9";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-19";"10";"WORK";""
"f4364834-8949-4123-a67f-02047772f2ec";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-19";"-16";"WORK";""
"53081924-e0ff-4648-a440-fd9d6bc57479";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-19";"5";"WORK";""
"7b9f998f-22b5-4af5-b6d1-24e0abf7b666";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-20";"36";"WORK";""
"4b4690a9-9de0-4baa-bd54-98460e4e665e";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-20";"-2";"WORK";""
"f01cd098-2355-4f3b-8a3a-ab1c359977aa";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-20";"-7";"WORK";""
"0ce23eea-3b81-4825-9208-9642365992fb";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-20";"-35";"WORK";""
"4891cfef-890e-49da-bc44-6dc60c13549f";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-21";"65";"WORK";""
"984877f8-5b2b-47cc-90b3-86e8809af960";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-21";"-24";"WORK";""
"c373bcda-5514-4534-8c49-0d44a882cd1d";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-21";"0";"OFF_DAY";""
"5bb33cbd-975a-41fa-9e0b-93f7399be3db";"01f9409f-d074-4c85-b8aa-96be02f6ba07";"2026-03-21";"355";"WORK";""
"1f65da6b-6368-4c28-bafb-2cfd9a8af03a";"6c62ccbf-5719-4a03-89cf-3506e5200dd2";"2026-03-23";"500";"ADJUSTMENT";"Ajuste manual administrativo"
"5e76da86-847a-426e-a462-8301c3843ae1";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-23";"28";"WORK";""
"1df1add9-1dc5-474a-8f11-95af4b597f2c";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-23";"9";"WORK";""
"6e7149d5-c415-4102-809b-809010c7ca8a";"10af27b6-820d-4142-a168-b43e8f261518";"2026-03-24";"-15";"WORK";""
"f622f690-411a-4edf-8c7a-00ef16e575f7";"27d83b80-0073-41d6-82f3-c7c9dc341db8";"2026-03-24";"-40";"WORK";""
